id,make,model,year,engine,horsepower,torque,acceleration,price,url
358,Bentley,Continental GT,2021,6,626,664,3.6,"218,400",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
359,Dodge,Challenger SRT Hellcat Redeye,2021,6.2,797,707,3.5,"73,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
360,Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
361,Lexus,LC 500,2021,5,471,398,4.4,"92,950",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
362,Lotus,Evora GT,2021,3.5,416,317,3.8,"104,970",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
363,Maserati,GranTurismo,2021,4.7,454,384,4.8,"132,400",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
364,Porsche,Cayman GT4,2021,4,414,309,4.2,"101,200",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
365,Tesla,Roadster,2023,Electric,"1,000+",737,< 1.9,"200,000",/placeholder-car.jpg
366,Alpine,A110,2021,1.8,288,236,4.4,"71,500",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Renault_Alpine_A_110_%28Sp%29.JPG/640px-Renault_Alpine_A_110_%28Sp%29.JPG
367,Audi,RS7,2021,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
368,BMW,M4,2021,3,473,406,4.1,"71,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
369,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,195",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
370,Dodge,Viper,2017,8.4,645,600,3.3,"118,795",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/%22_14_Fiat-Chrysler_SRT_Viper_GTS_%28cropped%29.jpg/640px-%22_14_Fiat-Chrysler_SRT_Viper_GTS_%28cropped%29.jpg
371,Ferrari,Portofino,2021,3.9,591,560,3.5,"218,750",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ferrari_Portofino_M_IMG_4351.jpg/640px-Ferrari_Portofino_M_IMG_4351.jpg
372,Jaguar,F-Type,2022,3,296,295,5.4,"61,600",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
373,Lamborghini,Aventador SVJ,2021,6.5,770,531,2.8,"517,700",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
374,McLaren,600LT,2021,3.8,592,457,2.8,"240,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
375,Aston Martin,DB11,2021,5.2,630,516,3.5,"221,400",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg/640px-2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg
376,Bentley,Continental GT,2021,6,626,664,3.6,"202,500",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
377,Bugatti,Chiron,2022,8,1500,1180,2.4,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
378,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,100",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
379,Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
380,Koenigsegg,Jesko,2022,5,1280,1015,2.5,"2,800,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg/640px-GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg
381,Lexus,LC 500,2021,5,471,398,4.4,"92,950",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
382,Lotus,Evora GT,2021,3.5,416,317,3.8,"100,450",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
383,Maserati,GranTurismo,2021,4.7,454,384,4.8,"150,980",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
384,McLaren,Artura,2022,3,671,531,3,"225,000",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/2021_McLaren_Artura_%281%29.jpg/640px-2021_McLaren_Artura_%281%29.jpg
385,Mercedes-AMG,C 63 S,2022,4,503,516,3.7,"81,550",/placeholder-car.jpg
386,Pagani,Huayra,2021,6,764,738,2.8,"3,500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg/640px-Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg
387,Porsche,Cayman GT4,2021,4,414,309,4.2,"102,550",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
388,Rimac,C_Two,2022,N/A,1888,1696,1.8,"2,400,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rimac_Nevera.jpg/640px-Rimac_Nevera.jpg
389,Rolls-Royce,Wraith,2021,6.6,624,642,4.4,"330,000",/placeholder-car.jpg
390,Tesla,Roadster,2022,N/A,10000+,0,1.9,"200,000",/placeholder-car.jpg
391,Toyota,Supra,2022,3,382,368,3.9,"43,090",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/2023_Toyota_Supra_%282%29.jpg/640px-2023_Toyota_Supra_%282%29.jpg
392,Acura,NSX,2021,3.5,573,476,2.7,"157,500",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/AcuraNSX-05-cropped.jpg/640px-AcuraNSX-05-cropped.jpg
393,Aston Martin,Vantage,2021,4,503,505,3.5,"146,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
394,Bentley,Continental GT,2022,4,542,568,3.9,"207,825",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
395,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,195",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
396,Jaguar,F-Type,2022,3,380,339,4.8,"62,250",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
397,Lexus,LC 500,2022,5,471,398,4.4,"92,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
398,Lotus,Evora GT,2021,3.5,416,317,3.8,"105,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
399,Maserati,GranTurismo,2022,4.7,454,384,4.7,"134,300",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
400,McLaren,570S,2022,3.8,562,443,2.9,"204,550",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
401,Porsche,Cayman GT4,2021,4,414,309,4.2,"102,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
402,Tesla,Model S Plaid,2021,Electric (tri-motor),1020,1050,1.9,"141,190",/placeholder-car.jpg
403,Audi,RS 5,2021,2.9,444,443,3.5,"75,100",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
404,BMW,M2 Competition,2022,3,405,406,4,"59,895",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
405,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,995",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
406,Dodge,Viper ACR,2017,8.4,645,600,3.3,"126,190",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/%22_14_Fiat-Chrysler_SRT_Viper_GTS_%28cropped%29.jpg/640px-%22_14_Fiat-Chrysler_SRT_Viper_GTS_%28cropped%29.jpg
407,Ford,GT,2021,3.5,660,550,2.9,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
408,Porsche,Taycan 4S,2022,2.5,482,472,3.8,"102,900",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2020_Porsche_Taycan_4S_79kWh_Front.jpg/640px-2020_Porsche_Taycan_4S_79kWh_Front.jpg
409,Lamborghini,Aventador S,2021,6.5,730,509,2.9,"417,650",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
410,Aston Martin,DB11,2021,5.2,630,516,3.5,"205,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg/640px-2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg
411,Alfa Romeo,Giulia Quadrifoglio,2022,2.9,505,443,3.8,"81,250",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Alfa_Romeo_Giulia_Super_%28cropped%29.jpg/640px-Alfa_Romeo_Giulia_Super_%28cropped%29.jpg
412,Audi,RS7 Sportback,2022,4,591,590,3.5,"115,045",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
413,BMW,M4 Competition,2021,3,503,479,3.9,"75,695",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
414,Chevrolet,Camaro SS,2022,6.2,455,455,4.1,"42,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
415,Dodge,Charger Hellcat,2021,6.2,717,650,3.6,"71,490",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1969_Dodge_Charger_%2821572136732%29.jpg/640px-1969_Dodge_Charger_%2821572136732%29.jpg
416,Ferrari,F8 Tributo,2021,3.9,710,568,2.9,"274,280",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg/640px-Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg
417,Ford,GT,2021,3.5,660,550,2.8,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
418,Jaguar,F-Type R,2021,5,575,516,3.5,"103,200",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
419,Koenigsegg,Jesko Absolut,2022,5,1600,1106,2.1,"2,800,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg/640px-GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg
420,Lexus,LC 500,2021,5,471,398,4.4,"93,050",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
421,Lotus,Evija,2022,Electric,1973,1254,2.5,"2,750,000",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/2020_Lotus_Evija.jpg/640px-2020_Lotus_Evija.jpg
422,McLaren,GT,2022,4,612,465,3.2,"210,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
423,Mercedes-Benz,AMG GT Black Series,2021,4,720,590,3.2,"326,050",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
424,Porsche,Cayman GT4,2021,4,414,309,4.2,"102,500",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
425,Lamborghini,Aventador,2021,6.5,770,531,2.8,"417,650",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
426,Ferrari,Portofino,2021,3.9,591,560,3.3,"218,750",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ferrari_Portofino_M_IMG_4351.jpg/640px-Ferrari_Portofino_M_IMG_4351.jpg
427,Audi,TT RS,2022,2.5,394,354,3.6,"69,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg/640px-2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg
428,McLaren,600LT Spider,2021,3.8,592,457,2.8,"256,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
429,BMW,M4,2022,3,473,406,4.1,"72,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
430,Mercedes-Benz,AMG C 63,2022,4,503,516,3.8,"70,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
431,Chevrolet,Camaro SS 1LE,2021,6.2,455,455,4,"44,500",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
432,Ford,Mustang Mach 1,2021,5,480,420,4,"51,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018_Ford_Mustang_GT_5.0.jpg/640px-2018_Ford_Mustang_GT_5.0.jpg
433,Nissan,370Z Nismo,2021,3.7,350,276,5.2,"45,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
434,Aston Martin,Vantage,2021,4,503,505,3.5,"146,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
435,Bugatti,Chiron,2022,8,1500,1180,2.4,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
436,Koenigsegg,Jesko,2021,5,1262,1106,2.5,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg/640px-GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg
437,Pagani,Huayra,2021,6,764,738,2.6,"2,600,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg/640px-Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg
438,McLaren,Speedtail,2021,4,1035,848,2.5,"2,300,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/McLaren_Speedtail_Genf_2019_1Y7A5636.jpg/640px-McLaren_Speedtail_Genf_2019_1Y7A5636.jpg
439,Lamborghini,Sián,2021,6.5,819,531,2.8,"3,600,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Lamborghini_Sian_at_IAA_2019_IMG_0332.jpg/640px-Lamborghini_Sian_at_IAA_2019_IMG_0332.jpg
440,Rimac,C_Two,2021,Electric,1914,1732,1.8,"2,400,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rimac_Nevera.jpg/640px-Rimac_Nevera.jpg
441,Porsche,Cayman,2022,2,300,280,4.9,"59,900",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
442,Lamborghini,Aventador,2021,6.5,770,531,2.8,"393,695",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
443,Ferrari,Portofino,2021,3.9,591,413,3.5,"215,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ferrari_Portofino_M_IMG_4351.jpg/640px-Ferrari_Portofino_M_IMG_4351.jpg
444,Audi,RS 5,2022,2.9,444,443,3.7,"75,100",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
445,McLaren,GT,2021,4,620,465,3.1,"210,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
446,BMW,Z4 M40i,2022,3,382,369,4.3,"63,700",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/2021_BMW_Z4_M40i_3.0.jpg/640px-2021_BMW_Z4_M40i_3.0.jpg
447,Mercedes-Benz,SLC 43,2020,3,385,384,4.6,"62,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/20181208_Retro_Classic_Bavaria_Mercedes_Benz_300SL_R107_850_3316.jpg/640px-20181208_Retro_Classic_Bavaria_Mercedes_Benz_300SL_R107_850_3316.jpg
448,Chevrolet,Camaro SS,2022,6.2,455,455,4.3,"42,500",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
449,Ford,Mustang GT,2022,5,460,420,4.3,"36,120",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018_Ford_Mustang_GT_5.0.jpg/640px-2018_Ford_Mustang_GT_5.0.jpg
450,Nissan,370Z Nismo,2020,3.7,350,276,4.6,"45,790",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
451,Aston Martin,Vantage,2022,4,503,505,3.6,"146,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
452,Bentley,Continental GT,2021,4,626,664,3.3,"220,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
453,Porsche,718 Boxster,2022,2,300,280,4.9,"62,000",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg/640px-Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg
454,Lamborghini,Urus,2021,4,641,627,3.6,"222,004",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
455,Ferrari,F8 Spider,2021,3.9,710,568,2.9,"280,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg/640px-Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg
456,Audi,TT RS,2022,2.5,394,354,3.6,"69,900",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg/640px-2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg
457,McLaren,570S,2021,3.8,562,443,2.9,"208,800",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
458,BMW,M4,2022,3,473,406,4,"72,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
459,Porsche,718 Cayman,2022,2,300,280,4.9,"60,500",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg/640px-Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg
460,Lamborghini,Aventador,2021,6.5,730,509,2.9,"393,695",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
461,Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
462,Audi,RS5,2022,2.9,444,443,3.7,"75,100",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Audi_A5_B10_DSC_7314.jpg/640px-Audi_A5_B10_DSC_7314.jpg
463,McLaren,GT,2021,4,612,465,3.2,"208,800",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
464,BMW,M2,2022,3,405,406,4,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
465,Mercedes-Benz,SLS AMG,2015,6.2,622,468,3.6,"229,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
466,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"62,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
467,Ford,GT,2022,3.5,660,550,3,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
